jira-id,description,priority,component,module
JIRA-1795,Registration form validation error,High,Database,Auth
JIRA-1796,Data pipeline job failure in ETL,Low,Backend,Auth
JIRA-1797,Schema migration causing backward compatibility issue,Low,Security,Auth
JIRA-1798,Authentication failure when logging in,High,API,Auth
JIRA-1799,Intermittent data sync issue in Data Platform,Low,Frontend,Auth
JIRA-1800,Intermittent data sync issue in Data Platform,Medium,Security,Auth
JIRA-1801,Billing API returning incorrect invoice amount,Critical,Infrastructure,Auth
JIRA-1802,Payment setup failure for new users,High,Frontend,Auth
JIRA-1803,API response time exceeding SLAs,Low,API,Auth
JIRA-1804,Intermittent data sync issue in Data Platform,Medium,Infrastructure,Auth
JIRA-1805,Schema migration causing backward compatibility issue,Medium,Database,Auth
JIRA-1806,API response time exceeding SLAs,High,Infrastructure,Auth
JIRA-1807,Data pipeline job failure in ETL,Critical,Infrastructure,Auth
JIRA-1808,Schema migration causing backward compatibility issue,High,Security,Auth
JIRA-1809,Intermittent data sync issue in Data Platform,High,Backend,Auth
JIRA-1810,Database deadlock issue,High,API,Auth
JIRA-1811,Intermittent data sync issue in Data Platform,High,Infrastructure,Auth
JIRA-1812,Billing API returning incorrect invoice amount,Critical,Security,Auth
JIRA-1813,Registration form validation error,Low,Database,Auth
JIRA-1814,Schema migration causing backward compatibility issue,Low,API,Auth
JIRA-1815,Authentication failure when logging in,High,Backend,Auth
JIRA-1816,Data pipeline job failure in ETL,High,Backend,Auth
JIRA-1817,Authentication failure when logging in,Medium,Infrastructure,Auth
JIRA-1818,Schema migration causing backward compatibility issue,Medium,Security,Auth
JIRA-1819,Database deadlock issue,High,API,Auth
JIRA-1820,Registration form validation error,High,API,Auth
JIRA-1821,Payment setup failure for new users,Medium,Infrastructure,Auth
JIRA-1822,Payment setup failure for new users,Medium,Backend,Auth
JIRA-1823,API response time exceeding SLAs,Medium,Frontend,Auth
JIRA-1824,Payment setup failure for new users,High,Frontend,Auth
JIRA-1825,Billing API returning incorrect invoice amount,Low,Backend,Auth
JIRA-1826,Billing API returning incorrect invoice amount,Critical,API,Auth
JIRA-1827,Authentication failure when logging in,High,Database,Auth
JIRA-1828,Billing API returning incorrect invoice amount,Critical,Backend,Auth
JIRA-1829,Platform service crash on high load,Low,Backend,Auth
JIRA-1830,Schema migration causing backward compatibility issue,Medium,Database,Auth
JIRA-1831,Billing API returning incorrect invoice amount,Medium,Backend,Auth
JIRA-1832,API response time exceeding SLAs,Low,Infrastructure,Auth
JIRA-1833,API response time exceeding SLAs,Low,Database,Auth
JIRA-1834,Billing API returning incorrect invoice amount,Low,Security,Auth
JIRA-1835,Schema migration causing backward compatibility issue,Low,Security,Auth
JIRA-1836,Schema migration causing backward compatibility issue,High,Database,Auth
JIRA-1837,Billing API returning incorrect invoice amount,Low,Security,Auth
JIRA-1838,Billing API returning incorrect invoice amount,High,Backend,Auth
JIRA-1839,Platform service crash on high load,High,API,Auth
JIRA-1840,Intermittent data sync issue in Data Platform,Low,Infrastructure,Auth
JIRA-1841,Authentication failure when logging in,High,Frontend,Auth
JIRA-1842,Registration form validation error,Medium,Infrastructure,Auth
JIRA-1843,Registration form validation error,Critical,Database,Auth
JIRA-1844,Schema migration causing backward compatibility issue,High,Backend,Auth
JIRA-1845,Registration form validation error,Critical,API,Auth
JIRA-1846,Authentication failure when logging in,High,API,Auth
JIRA-1847,API response time exceeding SLAs,Low,Database,Auth
JIRA-1848,API response time exceeding SLAs,Medium,Infrastructure,Auth
JIRA-1849,Data pipeline job failure in ETL,Critical,Frontend,Auth
JIRA-1850,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1851,Payment setup failure for new users,Low,API,Auth
JIRA-1852,Payment setup failure for new users,Low,Frontend,Auth
JIRA-1853,Data pipeline job failure in ETL,Medium,Backend,Auth
JIRA-1854,Authentication failure when logging in,Low,API,Auth
JIRA-1855,Authentication failure when logging in,Critical,Security,Auth
JIRA-1856,API response time exceeding SLAs,Medium,Frontend,Auth
JIRA-1857,Authentication failure when logging in,Medium,Frontend,Auth
JIRA-1858,Database deadlock issue,Critical,Infrastructure,Auth
JIRA-1859,Payment setup failure for new users,High,Database,Auth
JIRA-1860,Schema migration causing backward compatibility issue,High,Database,Auth
JIRA-1861,Schema migration causing backward compatibility issue,Low,API,Auth
JIRA-1862,API response time exceeding SLAs,Medium,API,Auth
JIRA-1863,Schema migration causing backward compatibility issue,Low,Frontend,Auth
JIRA-1864,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1865,Data pipeline job failure in ETL,Critical,Frontend,Auth
JIRA-1866,Schema migration causing backward compatibility issue,High,API,Auth
JIRA-1867,Schema migration causing backward compatibility issue,Critical,Database,Auth
JIRA-1868,Platform service crash on high load,Low,API,Auth
JIRA-1869,Schema migration causing backward compatibility issue,Critical,Frontend,Auth
JIRA-1870,Billing API returning incorrect invoice amount,Critical,API,Auth
JIRA-1871,Registration form validation error,Medium,Database,Auth
JIRA-1872,Data pipeline job failure in ETL,Critical,Backend,Auth
JIRA-1873,Database deadlock issue,Medium,Backend,Auth
JIRA-1874,Database deadlock issue,Low,Security,Auth
JIRA-1875,Data pipeline job failure in ETL,Medium,Database,Auth
JIRA-1876,Payment setup failure for new users,High,Security,Auth
JIRA-1877,Billing API returning incorrect invoice amount,Critical,Database,Auth
JIRA-1878,Schema migration causing backward compatibility issue,Low,Frontend,Auth
JIRA-1879,Payment setup failure for new users,High,API,Auth
JIRA-1880,Data pipeline job failure in ETL,Medium,API,Auth
JIRA-1881,Database deadlock issue,High,Security,Auth
JIRA-1882,Database deadlock issue,High,API,Auth
JIRA-1883,Platform service crash on high load,Medium,Infrastructure,Auth
JIRA-1884,Database deadlock issue,Medium,Infrastructure,Auth
JIRA-1885,Payment setup failure for new users,Critical,Security,Auth
JIRA-1886,Database deadlock issue,Medium,Infrastructure,Auth
JIRA-1887,Billing API returning incorrect invoice amount,High,Infrastructure,Auth
JIRA-1888,Database deadlock issue,Medium,Frontend,Auth
JIRA-1889,Billing API returning incorrect invoice amount,High,Security,Auth
JIRA-1890,API response time exceeding SLAs,High,API,Auth
JIRA-1891,Data pipeline job failure in ETL,High,API,Auth
JIRA-1892,Platform service crash on high load,Medium,Security,Auth
JIRA-1893,Intermittent data sync issue in Data Platform,Medium,API,Auth
JIRA-1894,Intermittent data sync issue in Data Platform,Medium,Security,Auth
JIRA-1895,Payment setup failure for new users,High,Frontend,Auth
JIRA-1896,Registration form validation error,Low,Security,Auth
JIRA-1897,API response time exceeding SLAs,High,Backend,Auth
JIRA-1898,Intermittent data sync issue in Data Platform,High,API,Auth
JIRA-1899,Database deadlock issue,High,Backend,Auth
JIRA-1900,Payment setup failure for new users,High,Security,Auth
JIRA-1901,Database deadlock issue,Medium,Database,Auth
JIRA-1902,Registration form validation error,Critical,Database,Auth
JIRA-1903,Schema migration causing backward compatibility issue,Critical,API,Auth
JIRA-1904,Billing API returning incorrect invoice amount,Low,API,Auth
JIRA-1905,Database deadlock issue,High,Frontend,Auth
JIRA-1906,Data pipeline job failure in ETL,Critical,Infrastructure,Auth
JIRA-1907,Billing API returning incorrect invoice amount,High,Infrastructure,Auth
JIRA-1908,Database deadlock issue,High,Security,Auth
JIRA-1909,Data pipeline job failure in ETL,High,Security,Auth
JIRA-1910,Billing API returning incorrect invoice amount,High,Database,Auth
JIRA-1911,Database deadlock issue,Critical,Infrastructure,Auth
JIRA-1912,Billing API returning incorrect invoice amount,High,Database,Auth
JIRA-1913,Schema migration causing backward compatibility issue,Critical,Infrastructure,Auth
JIRA-1914,Authentication failure when logging in,Medium,Frontend,Auth
JIRA-1915,Data pipeline job failure in ETL,Medium,Backend,Auth
JIRA-1916,Payment setup failure for new users,High,API,Auth
JIRA-1917,Authentication failure when logging in,High,Security,Auth
JIRA-1918,Payment setup failure for new users,Low,Database,Auth
JIRA-1919,Intermittent data sync issue in Data Platform,Critical,Frontend,Auth
JIRA-1920,Registration form validation error,Medium,Backend,Auth
JIRA-1921,API response time exceeding SLAs,High,Database,Auth
JIRA-1922,Schema migration causing backward compatibility issue,Critical,Infrastructure,Auth
JIRA-1923,Data pipeline job failure in ETL,Critical,Backend,Auth
JIRA-1924,Database deadlock issue,Medium,API,Auth
JIRA-1925,Authentication failure when logging in,Critical,Security,Auth
JIRA-1926,Billing API returning incorrect invoice amount,Critical,Backend,Auth
JIRA-1927,Intermittent data sync issue in Data Platform,Medium,Security,Auth
JIRA-1928,Platform service crash on high load,Low,Database,Auth
JIRA-1929,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1930,Platform service crash on high load,Medium,Database,Auth
JIRA-1931,Billing API returning incorrect invoice amount,Medium,Database,Auth
JIRA-1932,Registration form validation error,Medium,Database,Auth
JIRA-1933,Registration form validation error,Medium,API,Auth
JIRA-1934,Platform service crash on high load,Low,Security,Auth
JIRA-1935,Intermittent data sync issue in Data Platform,Critical,Infrastructure,Auth
JIRA-1936,Database deadlock issue,Critical,Infrastructure,Auth
JIRA-1937,Billing API returning incorrect invoice amount,Medium,Security,Auth
JIRA-1938,Intermittent data sync issue in Data Platform,Medium,API,Auth
JIRA-1939,Database deadlock issue,Medium,Security,Auth
JIRA-1940,Platform service crash on high load,Low,API,Auth
JIRA-1941,Payment setup failure for new users,Medium,Security,Auth
JIRA-1942,Registration form validation error,High,Frontend,Auth
JIRA-1943,Database deadlock issue,High,Backend,Auth
JIRA-1944,Database deadlock issue,Critical,API,Auth
JIRA-1945,Database deadlock issue,Critical,Security,Auth
JIRA-1946,Schema migration causing backward compatibility issue,Medium,Backend,Auth
JIRA-1947,Payment setup failure for new users,High,Frontend,Auth
JIRA-1948,Data pipeline job failure in ETL,Low,API,Auth
JIRA-1949,Intermittent data sync issue in Data Platform,Medium,Infrastructure,Auth
JIRA-1950,Billing API returning incorrect invoice amount,Low,Backend,Auth
JIRA-1951,Billing API returning incorrect invoice amount,Critical,Backend,Auth
JIRA-1952,Authentication failure when logging in,Critical,API,Auth
JIRA-1953,Database deadlock issue,Low,Database,Auth
JIRA-1954,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1955,Data pipeline job failure in ETL,Low,Database,Auth
JIRA-1956,Intermittent data sync issue in Data Platform,Critical,Database,Auth
JIRA-1957,Registration form validation error,Critical,Security,Auth
JIRA-1958,Authentication failure when logging in,High,API,Auth
JIRA-1959,Schema migration causing backward compatibility issue,Medium,Infrastructure,Auth
JIRA-1960,Schema migration causing backward compatibility issue,Medium,Database,Auth
JIRA-1961,Schema migration causing backward compatibility issue,High,Infrastructure,Auth
JIRA-1962,Billing API returning incorrect invoice amount,High,Backend,Auth
JIRA-1963,Registration form validation error,Medium,Backend,Auth
JIRA-1964,Database deadlock issue,Medium,API,Auth
JIRA-1965,Intermittent data sync issue in Data Platform,High,Infrastructure,Auth
JIRA-1966,Payment setup failure for new users,High,Backend,Auth
JIRA-1967,Payment setup failure for new users,Medium,Frontend,Auth
JIRA-1968,Intermittent data sync issue in Data Platform,Medium,Backend,Auth
JIRA-1969,Payment setup failure for new users,High,Frontend,Auth
JIRA-1970,Intermittent data sync issue in Data Platform,Low,Security,Auth
JIRA-1971,Payment setup failure for new users,High,Database,Auth
JIRA-1972,Registration form validation error,High,Database,Auth
JIRA-1973,Billing API returning incorrect invoice amount,Low,Security,Auth
JIRA-1974,API response time exceeding SLAs,High,Frontend,Auth
JIRA-1975,Data pipeline job failure in ETL,Critical,Frontend,Auth
JIRA-1976,Platform service crash on high load,Low,Database,Auth
JIRA-1977,Intermittent data sync issue in Data Platform,High,Database,Auth
JIRA-1978,Schema migration causing backward compatibility issue,Medium,API,Auth
JIRA-1979,Intermittent data sync issue in Data Platform,Low,API,Auth
JIRA-1980,Intermittent data sync issue in Data Platform,Critical,Database,Auth
JIRA-1981,Database deadlock issue,High,Security,Auth
JIRA-1982,Data pipeline job failure in ETL,High,Backend,Auth
JIRA-1983,Payment setup failure for new users,Low,API,Auth
JIRA-1984,Schema migration causing backward compatibility issue,High,Infrastructure,Auth
JIRA-1985,Intermittent data sync issue in Data Platform,Medium,Frontend,Auth
JIRA-1986,Schema migration causing backward compatibility issue,Critical,Frontend,Auth
JIRA-1987,Data pipeline job failure in ETL,High,Security,Auth
JIRA-1988,Billing API returning incorrect invoice amount,Critical,Database,Auth
JIRA-1989,Database deadlock issue,Low,Database,Auth
JIRA-1990,Platform service crash on high load,Medium,Database,Auth
JIRA-1991,Platform service crash on high load,High,API,Auth
JIRA-1992,Platform service crash on high load,Critical,Infrastructure,Auth
JIRA-1993,Payment setup failure for new users,Low,Infrastructure,Auth
JIRA-1994,Database deadlock issue,Medium,API,Auth
JIRA-1995,Database deadlock issue,Low,Database,Auth
